,Contract Name,Last Trade Date,Strike,Last Price,Bid,Ask,Change,% Change,Volume,Open Interest,Implied Volatility,CallPut,Symbol
1505,GRPN201016C00000500,2020-05-15 2:27PM EDT,0.5,0.67,0.56,0.67,0.03,+4.69%,4,307,104.69%,call,GRPN
1506,GRPN201016C00001000,2020-05-15 3:03PM EDT,1.0,0.34,0.3,0.37,0.0,-,10,1076,110.16%,call,GRPN
1507,GRPN201016C00001500,2020-05-15 3:47PM EDT,1.5,0.18,0.16,0.18,-0.01,-5.26%,91,4178,103.91%,call,GRPN
1508,GRPN201016C00002000,2020-05-15 2:41PM EDT,2.0,0.1,0.09,0.14,0.0,-,27,854,112.50%,call,GRPN
1509,GRPN201016C00002500,2020-05-13 12:13PM EDT,2.5,0.06,0.06,0.21,0.0,-,13,670,139.84%,call,GRPN
1510,GRPN201016C00003000,2020-05-07 2:24PM EDT,3.0,0.06,0.03,0.05,0.0,-,1,293,108.59%,call,GRPN
1511,GRPN201016C00003500,2020-05-14 9:30AM EDT,3.5,0.03,0.03,0.05,0.0,-,5,381,118.75%,call,GRPN
1512,GRPN201016P00000500,2020-05-15 9:46AM EDT,0.5,0.09,0.05,0.1,0.0,-,1,633,145.31%,put,GRPN
1513,GRPN201016P00001000,2020-05-14 2:03PM EDT,1.0,0.27,0.1,0.28,0.0,-,24,287,86.72%,put,GRPN
1514,GRPN201016P00001500,2020-05-15 12:47PM EDT,1.5,0.6,0.57,0.72,-0.01,-1.64%,1,68,125.78%,put,GRPN
1515,GRPN201016P00002000,2020-05-13 1:57PM EDT,2.0,1.04,0.52,1.1,0.0,-,1,2,139.06%,put,GRPN
1516,GRPN201016P00002500,2020-04-03 3:44PM EDT,2.5,1.8,1.25,1.79,0.0,-,5,5,127.34%,put,GRPN
1517,GRPN201016P00003000,2020-03-27 4:20AM EDT,3.0,2.4,1.85,2.47,0.0,-,-,0,196.09%,put,GRPN
1518,GRPN201016P00003500,2020-05-08 2:23PM EDT,3.5,2.35,1.87,2.98,0.0,-,1,0,90.63%,put,GRPN
1519,GRPN210115C00000500,2020-05-15 3:27PM EDT,0.5,0.7,0.66,0.78,0.02,+2.94%,6,1411,153.13%,call,GRPN
1520,GRPN210115C00001000,2020-05-15 3:11PM EDT,1.0,0.44,0.4,0.5,0.04,+10.00%,58,2611,125.00%,call,GRPN
1521,GRPN210115C00001500,2020-05-15 3:32PM EDT,1.5,0.25,0.25,0.0,-0.02,-7.41%,34,6566,69.53%,call,GRPN
1522,GRPN210115C00002000,2020-05-15 3:29PM EDT,2.0,0.17,0.15,0.18,0.01,+6.25%,36,6606,103.91%,call,GRPN
1523,GRPN210115C00002500,2020-05-15 3:27PM EDT,2.5,0.11,0.09,0.2,0.0,-,3,2537,114.06%,call,GRPN
1524,GRPN210115C00003000,2020-05-15 2:29PM EDT,3.0,0.07,0.05,0.08,-0.01,-12.50%,2,2930,97.66%,call,GRPN
1525,GRPN210115C00003500,2020-05-15 3:52PM EDT,3.5,0.05,0.05,0.1,0.01,+25.00%,1,4729,110.16%,call,GRPN
1526,GRPN210115C00004000,2020-05-15 9:39AM EDT,4.0,0.05,0.04,0.05,0.0,-,501,2970,103.91%,call,GRPN
1527,GRPN210115C00004500,2020-05-11 10:06AM EDT,4.5,0.02,0.01,0.15,0.0,-,1,408,126.56%,call,GRPN
1528,GRPN210115C00005000,2020-05-15 3:23PM EDT,5.0,0.03,0.02,0.03,0.0,-,27,1567,103.13%,call,GRPN
1529,GRPN210115C00005500,2020-05-12 12:57PM EDT,5.5,0.03,0.02,0.1,0.0,-,10,1204,128.13%,call,GRPN
1530,GRPN210115C00007000,2020-05-15 10:34AM EDT,7.0,0.02,0.01,0.02,0.0,-,5,1024,109.38%,call,GRPN
1531,GRPN210115P00000500,2020-05-15 12:42PM EDT,0.5,0.1,0.07,0.12,-0.01,-9.09%,20,1232,128.13%,put,GRPN
1532,GRPN210115P00001000,2020-05-15 1:23PM EDT,1.0,0.33,0.23,0.41,-0.02,-5.71%,5,630,109.77%,put,GRPN
1533,GRPN210115P00001500,2020-04-30 12:19PM EDT,1.5,0.65,0.64,0.8,0.0,-,4,840,120.70%,put,GRPN
1534,GRPN210115P00002000,2020-05-15 12:51PM EDT,2.0,1.09,1.04,1.35,0.04,+3.81%,1,1328,137.11%,put,GRPN
1535,GRPN210115P00002500,2020-04-08 9:30AM EDT,2.5,1.82,0.0,0.0,0.0,-,1,244,0.00%,put,GRPN
1536,GRPN210115P00003000,2020-04-28 12:56PM EDT,3.0,1.83,1.86,2.37,0.0,-,1,588,142.19%,put,GRPN
1537,GRPN210115P00003500,2020-04-14 9:36AM EDT,3.5,2.65,0.0,0.0,0.0,-,1,220,0.00%,put,GRPN
1538,GRPN210115P00004000,2020-03-17 2:35PM EDT,4.0,3.5,2.48,3.9,0.0,-,128,94,182.03%,put,GRPN
1539,GRPN210115P00004500,2019-08-19 1:31PM EDT,4.5,2.12,1.51,1.88,0.0,-,45,260,0.00%,put,GRPN
1540,GRPN210115P00005000,2020-02-24 12:36PM EDT,5.0,3.4,4.05,4.6,0.0,-,128,77,233.59%,put,GRPN
1541,GRPN210115P00005500,2020-05-13 7:02PM EDT,5.5,4.35,3.95,5.0,0.0,-,2,2,128.13%,put,GRPN
1542,GRPN210115P00007000,2020-05-06 2:25PM EDT,7.0,5.85,3.95,7.95,0.0,-,2,4,125.78%,put,GRPN
1543,GRPN220121C00000500,2020-05-15 2:27PM EDT,0.5,0.8,0.65,0.85,0.08,+11.11%,1,2474,107.81%,call,GRPN
1544,GRPN220121C00001000,2020-05-15 3:44PM EDT,1.0,0.55,0.54,0.55,-0.04,-6.78%,29,3060,99.22%,call,GRPN
1545,GRPN220121C00001500,2020-05-15 3:48PM EDT,1.5,0.44,0.4,0.54,-0.04,-8.33%,23,2460,107.03%,call,GRPN
1546,GRPN220121C00002000,2020-05-15 3:09PM EDT,2.0,0.46,0.3,0.6,0.13,+39.39%,5,1754,117.19%,call,GRPN
1547,GRPN220121C00002500,2020-05-14 12:34PM EDT,2.5,0.36,0.2,0.92,0.0,-,1,1172,148.83%,call,GRPN
1548,GRPN220121C00003000,2020-05-15 3:25PM EDT,3.0,0.25,0.15,0.4,-0.08,-24.24%,3,461,103.32%,call,GRPN
1549,GRPN220121C00003500,2020-04-24 1:52PM EDT,3.5,0.2,0.15,0.88,0.0,-,1,354,153.13%,call,GRPN
1550,GRPN220121C00004000,2020-05-15 1:27PM EDT,4.0,0.2,0.15,0.47,0.0,-,6,1225,120.70%,call,GRPN
1551,GRPN220121C00004500,2020-05-07 1:53PM EDT,4.5,0.15,0.05,0.83,0.0,-,9,67,148.44%,call,GRPN
1552,GRPN220121C00005000,2020-04-28 10:59AM EDT,5.0,0.45,0.01,0.84,0.0,-,26,92,149.61%,call,GRPN
1553,GRPN220121C00005500,2020-05-14 1:26PM EDT,5.5,0.16,0.01,0.6,0.0,-,1,101,131.64%,call,GRPN
1554,GRPN220121P00000500,2020-05-11 10:01AM EDT,0.5,0.1,0.05,0.2,0.0,-,1,291,92.19%,put,GRPN
1555,GRPN220121P00001000,2020-05-15 3:48PM EDT,1.0,0.57,0.42,0.94,0.09,+18.75%,3,84,157.03%,put,GRPN
1556,GRPN220121P00001500,2020-05-08 9:30AM EDT,1.5,1.0,0.4,1.36,0.0,-,1,65,105.86%,put,GRPN
1557,GRPN220121P00002000,2020-04-22 11:08AM EDT,2.0,1.4,0.76,1.84,0.0,-,1,27,105.08%,put,GRPN
1558,GRPN220121P00002500,2020-04-17 2:19PM EDT,2.5,1.93,1.15,2.33,0.0,-,1,512,104.69%,put,GRPN
1559,GRPN220121P00003000,2020-03-18 2:18PM EDT,3.0,2.68,2.04,2.95,0.0,-,1,28,160.16%,put,GRPN
1560,GRPN220121P00003500,2020-03-17 2:48PM EDT,3.5,2.95,2.19,3.4,0.0,-,1,51,128.32%,put,GRPN
1561,GRPN220121P00004000,2020-03-09 10:03AM EDT,4.0,3.5,2.72,4.2,0.0,-,-,20,164.06%,put,GRPN
1562,GRPN220121P00005000,2020-05-13 12:22PM EDT,5.0,4.0,3.5,4.8,0.0,-,5,35,115.63%,put,GRPN
1563,GRPN220121P00005500,2020-03-27 4:35AM EDT,5.5,2.65,4.05,5.35,0.0,-,-,10,128.13%,put,GRPN
1564,MEIP200619C00002500,2020-05-15 3:20PM EDT,2.5,0.45,0.35,0.6,-0.25,-35.71%,19,2770,67.19%,call,MEIP
1565,MEIP200619C00005000,2020-05-14 2:03PM EDT,5.0,0.1,0.0,0.1,0.0,-,50,825,125.00%,call,MEIP
1566,MEIP200619C00007500,2020-04-29 9:40AM EDT,7.5,0.05,0.0,0.0,0.0,-,1,25,50.00%,call,MEIP
1567,MEIP200619P00002500,2020-05-13 1:05PM EDT,2.5,0.3,0.0,0.45,0.0,-,10,84,120.31%,put,MEIP
1568,MEIP200619P00005000,2020-05-13 12:01PM EDT,5.0,2.15,0.0,4.5,0.0,-,3,0,171.09%,put,MEIP
1569,MEIP200918C00002500,2020-05-15 1:56PM EDT,2.5,0.9,0.8,0.9,0.0,-,70,1761,101.56%,call,MEIP
1570,MEIP200918C00005000,2020-05-15 1:13PM EDT,5.0,0.25,0.15,0.3,0.0,-,90,10605,103.52%,call,MEIP
1571,MEIP200918C00007500,2020-05-12 11:12AM EDT,7.5,0.2,0.0,0.2,0.0,-,2,76,112.89%,call,MEIP
1572,MEIP200918P00002500,2020-05-12 3:50PM EDT,2.5,0.5,0.1,0.9,0.0,-,12,240,110.16%,put,MEIP
1573,MEIP201218C00002500,2020-05-15 10:41AM EDT,2.5,1.1,0.9,1.6,0.1,+10.00%,4,700,130.86%,call,MEIP
1574,MEIP201218C00005000,2020-05-15 2:09PM EDT,5.0,0.45,0.45,0.5,0.05,+12.50%,42,930,109.18%,call,MEIP
1575,MEIP201218C00007500,2020-05-14 3:20PM EDT,7.5,0.15,0.0,0.0,-0.15,-50.00%,38,0,25.00%,call,MEIP
1576,MEIP201218P00002500,2020-05-06 1:36PM EDT,2.5,0.7,0.0,0.75,0.0,-,101,267,67.58%,put,MEIP
1577,AGEN200619C00002000,2020-05-15 3:19PM EDT,2.0,0.5,0.3,0.75,-0.01,-1.96%,356,539,112.50%,call,AGEN
1578,AGEN200619C00003000,2020-05-15 3:17PM EDT,3.0,0.15,0.1,0.25,-0.03,-16.67%,183,1306,127.34%,call,AGEN
1579,AGEN200619C00004000,2020-05-15 2:32PM EDT,4.0,0.05,0.05,0.5,-0.1,-66.67%,55,470,228.13%,call,AGEN
1580,AGEN200619P00001000,2020-05-04 9:30AM EDT,1.0,0.05,0.0,0.0,0.0,-,-,1,50.00%,put,AGEN
1581,AGEN200619P00002000,2020-05-15 1:42PM EDT,2.0,0.2,0.0,0.2,0.03,+17.65%,1,598,92.19%,put,AGEN
1582,AGEN200619P00003000,2020-05-15 9:30AM EDT,3.0,0.75,0.3,1.0,-0.05,-6.25%,25,40,64.06%,put,AGEN
1583,AGEN200619P00004000,2020-04-22 2:14PM EDT,4.0,1.56,0.65,2.7,0.0,-,-,1,131.25%,put,AGEN
1584,AGEN200821C00001000,2020-05-12 1:36PM EDT,1.0,1.7,0.3,1.75,0.0,-,9,21,301.56%,call,AGEN
1585,AGEN200821C00002000,2020-05-08 3:58PM EDT,2.0,0.82,0.35,0.95,0.0,-,2,320,97.66%,call,AGEN
1586,AGEN200821C00003000,2020-05-14 2:51PM EDT,3.0,0.35,0.15,0.65,0.0,-,155,1347,122.66%,call,AGEN
1587,AGEN200821C00004000,2020-05-15 3:58PM EDT,4.0,0.15,0.1,0.2,0.0,-,1,1948,105.86%,call,AGEN
1588,AGEN200821C00005000,2020-05-14 12:46PM EDT,5.0,0.1,0.05,0.25,0.0,-,2,1305,129.69%,call,AGEN
1589,AGEN200821C00006000,2020-05-12 11:04AM EDT,6.0,0.1,0.0,0.1,0.0,-,40,421,112.50%,call,AGEN
1590,AGEN200821C00007000,2020-04-14 10:46AM EDT,7.0,0.05,0.0,0.85,0.0,-,15,75,229.30%,call,AGEN
1591,AGEN200821P00001000,2020-05-11 2:50PM EDT,1.0,0.05,0.0,0.2,0.0,-,1,12,165.63%,put,AGEN
1592,AGEN200821P00002000,2020-05-07 9:55AM EDT,2.0,0.4,0.0,0.4,0.0,-,1,353,80.47%,put,AGEN
1593,AGEN200821P00003000,2020-05-12 3:34PM EDT,3.0,0.85,0.65,3.1,0.0,-,2,313,310.94%,put,AGEN
1594,AGEN200821P00004000,2020-04-20 3:29PM EDT,4.0,1.65,0.3,3.9,0.0,-,10,131,178.52%,put,AGEN
1595,AGEN200821P00005000,2020-03-30 12:13PM EDT,5.0,1.7,2.45,2.6,0.0,-,27,27,0.00%,put,AGEN
1596,AGEN200821P00007000,2020-03-16 12:01PM EDT,7.0,4.89,4.4,4.6,0.0,-,10,50,0.00%,put,AGEN
1597,AGEN201120C00002000,2020-05-15 2:42PM EDT,2.0,0.95,0.85,1.05,0.0,-,30,166,123.05%,call,AGEN
1598,AGEN201120C00003000,2020-05-15 3:50PM EDT,3.0,0.6,0.55,0.6,0.0,-,7,387,113.87%,call,AGEN
1599,AGEN201120C00004000,2020-05-15 3:58PM EDT,4.0,0.35,0.35,0.4,0.15,+75.00%,174,410,112.50%,call,AGEN
1600,AGEN201120C00006000,2020-05-14 10:18AM EDT,6.0,0.15,0.05,0.3,0.0,-,4,41,111.33%,call,AGEN
1601,AGEN201120P00002000,2020-05-11 11:58AM EDT,2.0,0.62,0.5,1.45,0.0,-,5,179,200.78%,put,AGEN
1602,AGEN201120P00003000,2020-05-08 11:14AM EDT,3.0,0.8,1.0,1.3,0.0,-,8,109,107.23%,put,AGEN
1603,AGEN201120P00005000,2020-05-15 9:53AM EDT,5.0,3.0,0.0,3.3,1.23,+69.49%,5,27,176.76%,put,AGEN
1604,SABR200619C00005000,2020-05-15 3:55PM EDT,5.0,1.03,0.85,1.15,-0.02,-1.90%,39,573,108.20%,call,SABR
1605,SABR200619C00007500,2020-05-15 3:59PM EDT,7.5,0.33,0.3,0.35,-0.02,-5.71%,1666,27146,129.69%,call,SABR
1606,SABR200619C00010000,2020-05-15 3:55PM EDT,10.0,0.12,0.1,0.1,0.02,+20.00%,1178,405,133.59%,call,SABR
1607,SABR200619C00012500,2020-05-15 3:41PM EDT,12.5,0.1,0.0,0.1,0.03,+42.86%,5,73,146.88%,call,SABR
1608,SABR200619P00002500,2020-05-15 12:52PM EDT,2.5,0.05,0.0,0.2,0.0,-,7,19,200.78%,put,SABR
1609,SABR200619P00005000,2020-05-15 3:57PM EDT,5.0,0.45,0.4,0.45,-0.04,-8.16%,2040,9086,103.91%,put,SABR
1610,SABR200619P00007500,2020-05-15 10:47AM EDT,7.5,2.06,1.5,2.75,-0.12,-5.50%,12,285,101.56%,put,SABR
1611,SABR200619P00010000,2020-05-14 10:09AM EDT,10.0,4.7,4.3,4.7,0.0,-,1,1,114.84%,put,SABR
1612,SABR200717C00002500,2020-05-04 9:40AM EDT,2.5,4.1,2.7,3.3,0.0,-,2,112,197.66%,call,SABR
1613,SABR200717C00005000,2020-05-15 1:47PM EDT,5.0,1.5,1.35,2.1,0.1,+7.14%,2,367,168.75%,call,SABR
1614,SABR200717C00007500,2020-05-15 1:57PM EDT,7.5,0.6,0.5,0.6,0.05,+9.09%,124,2443,123.24%,call,SABR
1615,SABR200717C00010000,2020-05-15 3:18PM EDT,10.0,0.25,0.2,0.3,0.0,-,5,4532,127.15%,call,SABR
1616,SABR200717C00012500,2020-05-14 9:30AM EDT,12.5,0.15,0.1,0.2,0.0,-,11,1337,135.94%,call,SABR
1617,SABR200717C00015000,2020-05-13 3:59PM EDT,15.0,0.1,0.05,0.1,0.0,-,1,525,135.94%,call,SABR
1618,SABR200717C00017500,2020-05-14 1:38PM EDT,17.5,0.05,0.0,0.35,0.0,-,2,299,178.13%,call,SABR
1619,SABR200717C00020000,2020-05-04 9:30AM EDT,20.0,0.05,0.0,0.4,0.0,-,4,145,197.66%,call,SABR
1620,SABR200717C00022500,2020-03-24 12:28PM EDT,22.5,0.1,0.0,0.2,0.0,-,20,35,183.59%,call,SABR
1621,SABR200717C00025000,2020-02-10 2:33PM EDT,25.0,0.2,0.0,0.8,0.0,-,4,26,257.81%,call,SABR
1622,SABR200717C00027500,2020-05-05 9:30AM EDT,27.5,0.05,0.0,0.35,0.0,-,6,8,223.44%,call,SABR
1623,SABR200717P00002500,2020-05-13 1:48PM EDT,2.5,0.15,0.0,0.45,0.0,-,1,144,190.63%,put,SABR
1624,SABR200717P00005000,2020-05-14 10:15AM EDT,5.0,0.87,0.55,0.85,0.0,-,1,731,110.55%,put,SABR
1625,SABR200717P00007500,2020-05-15 9:32AM EDT,7.5,2.45,2.3,3.1,-0.05,-2.00%,2,390,146.09%,put,SABR
1626,SABR200717P00010000,2020-04-21 10:44AM EDT,10.0,4.7,3.8,5.6,0.0,-,9,134,127.15%,put,SABR
1627,SABR200717P00012500,2020-04-14 2:53PM EDT,12.5,6.5,7.0,7.2,0.0,-,10,219,136.33%,put,SABR
1628,SABR200717P00015000,2020-03-30 12:32PM EDT,15.0,9.16,7.1,8.1,0.0,-,5,26,0.00%,put,SABR
1629,SABR200717P00017500,2020-03-30 1:45PM EDT,17.5,11.15,9.8,10.4,0.0,-,1,24,0.00%,put,SABR
1630,SABR200717P00020000,2020-03-10 2:12PM EDT,20.0,10.77,12.1,13.3,0.0,-,6,0,0.00%,put,SABR
1631,SABR200717P00022500,2020-04-30 11:00AM EDT,22.5,15.1,16.5,17.4,0.0,-,10,8,50.00%,put,SABR
1632,SABR200717P00025000,2020-02-04 12:31PM EDT,25.0,3.3,12.3,15.5,0.0,-,10,0,0.00%,put,SABR
1633,SABR200717P00030000,2020-04-27 9:31AM EDT,30.0,24.5,24.2,24.8,0.0,-,1,19,189.06%,put,SABR
1634,SABR200717P00032500,2020-04-20 12:08AM EDT,32.5,26.6,26.8,27.2,0.0,-,-,18,195.31%,put,SABR
1635,SABR201016C00002500,2020-05-13 1:26PM EDT,2.5,3.6,2.85,3.6,0.0,-,2,166,111.33%,call,SABR
1636,SABR201016C00005000,2020-05-15 2:14PM EDT,5.0,2.1,0.8,2.8,0.05,+2.44%,35,1204,113.28%,call,SABR
1637,SABR201016C00007500,2020-05-15 3:05PM EDT,7.5,1.2,1.05,1.15,0.03,+2.56%,9,3233,117.58%,call,SABR
1638,SABR201016C00010000,2020-05-15 3:45PM EDT,10.0,0.65,0.5,0.7,-0.05,-7.14%,2,2841,111.13%,call,SABR
1639,SABR201016C00012500,2020-05-15 3:29PM EDT,12.5,0.45,0.35,0.5,0.05,+12.50%,9,1988,116.02%,call,SABR
1640,SABR201016C00015000,2020-05-15 3:42PM EDT,15.0,0.3,0.25,0.35,0.0,-,13,3103,117.97%,call,SABR
1641,SABR201016C00017500,2020-05-14 3:50PM EDT,17.5,0.25,0.1,0.3,0.0,-,3,184,116.99%,call,SABR
1642,SABR201016C00020000,2020-05-13 9:47AM EDT,20.0,0.2,0.05,0.25,0.0,-,25,539,118.36%,call,SABR
1643,SABR201016C00022500,2020-05-14 9:36AM EDT,22.5,0.2,0.05,0.3,0.0,-,30,98,129.69%,call,SABR
1644,SABR201016C00025000,2020-04-23 2:25PM EDT,25.0,0.15,0.0,0.25,0.0,-,10,36,128.13%,call,SABR
1645,SABR201016C00027500,2020-04-17 10:10AM EDT,27.5,0.17,0.0,0.3,0.0,-,1,0,138.28%,call,SABR
1646,SABR201016C00030000,2020-04-21 10:40AM EDT,30.0,0.15,0.0,0.2,0.0,-,152,161,133.59%,call,SABR
1647,SABR201016C00032500,2020-04-28 9:39AM EDT,32.5,0.16,0.0,0.35,0.0,-,3,3,152.34%,call,SABR
1648,SABR201016P00002500,2020-05-05 3:21PM EDT,2.5,0.15,0.2,0.4,0.0,-,21,27,134.77%,put,SABR
1649,SABR201016P00005000,2020-05-15 2:26PM EDT,5.0,1.25,1.1,1.35,-0.1,-7.41%,76,1201,111.33%,put,SABR
1650,SABR201016P00007500,2020-05-13 11:24AM EDT,7.5,2.7,2.4,3.4,0.0,-,4,93,107.03%,put,SABR
1651,SABR201016P00010000,2020-04-29 11:24AM EDT,10.0,3.8,4.7,5.6,0.0,-,2,12,118.75%,put,SABR
1652,SABR201016P00012500,2020-03-05 3:23PM EDT,12.5,6.0,8.0,8.6,0.0,-,1,183,185.74%,put,SABR
1653,SABR201016P00015000,2020-05-11 10:03AM EDT,15.0,8.8,9.5,10.1,0.0,-,6,336,123.05%,put,SABR
1654,SABR201016P00020000,2020-04-29 9:33AM EDT,20.0,13.7,14.2,15.2,0.0,-,20,10,132.42%,put,SABR
1655,MIK200619C00002500,2020-05-15 3:30PM EDT,2.5,0.73,0.55,0.75,0.07,+10.61%,106,547,131.25%,call,MIK
1656,MIK200619C00005000,2020-05-15 2:59PM EDT,5.0,0.11,0.1,0.15,-0.02,-15.38%,200,2486,162.50%,call,MIK
1657,MIK200619C00007500,2020-05-15 1:28PM EDT,7.5,0.05,0.0,0.05,0.01,+25.00%,1,3036,164.06%,call,MIK
1658,MIK200619C00010000,2020-05-15 2:38PM EDT,10.0,0.03,0.0,0.05,-0.01,-25.00%,40,15997,200.00%,call,MIK
1659,MIK200619C00012500,2020-05-13 9:30AM EDT,12.5,0.05,0.0,0.1,0.0,-,1,701,253.13%,call,MIK
1660,MIK200619C00015000,2020-02-21 2:04PM EDT,15.0,0.15,0.0,0.15,0.0,-,29,0,296.88%,call,MIK
1661,MIK200619C00017500,2020-03-27 4:11AM EDT,17.5,0.55,0.0,0.3,0.0,-,-,10,360.94%,call,MIK
1662,MIK200619P00002500,2020-05-15 1:38PM EDT,2.5,0.3,0.25,0.35,-0.05,-14.29%,8,286,144.53%,put,MIK
1663,MIK200619P00005000,2020-05-15 12:34PM EDT,5.0,2.15,2.15,2.4,-0.15,-6.52%,5,457,178.13%,put,MIK
1664,MIK200619P00007500,2020-04-30 12:09PM EDT,7.5,4.6,4.6,4.8,0.0,-,1,627,211.72%,put,MIK
1665,MIK200619P00010000,2020-02-18 3:27PM EDT,10.0,6.0,8.2,9.0,0.0,-,1,0,700.00%,put,MIK
1666,MIK200619P00012500,2020-03-18 9:43AM EDT,12.5,10.8,0.0,0.0,0.0,-,6,6,0.00%,put,MIK
1667,MIK200619P00015000,2020-01-08 1:11PM EDT,15.0,6.9,9.6,10.0,0.0,-,9,9,0.00%,put,MIK
1668,MIK200918C00002500,2020-05-15 10:17AM EDT,2.5,1.0,0.95,1.4,0.05,+5.26%,1,218,159.77%,call,MIK
1669,MIK200918C00005000,2020-05-15 1:06PM EDT,5.0,0.37,0.25,0.45,0.07,+23.33%,6,511,124.81%,call,MIK
1670,MIK200918C00007500,2020-05-12 12:58PM EDT,7.5,0.15,0.0,0.3,0.0,-,2,946,125.78%,call,MIK
1671,MIK200918C00010000,2020-05-11 9:44AM EDT,10.0,0.15,0.05,0.15,0.0,-,6,302,135.16%,call,MIK
1672,MIK200918C00012500,2020-05-01 1:14PM EDT,12.5,0.05,0.0,0.1,0.0,-,2,58,132.81%,call,MIK
1673,MIK200918P00002500,2020-05-08 1:56PM EDT,2.5,0.54,0.5,0.75,0.0,-,1,116,131.25%,put,MIK
1674,MIK200918P00005000,2020-05-12 12:06PM EDT,5.0,2.28,2.3,2.7,0.0,-,1,1135,131.25%,put,MIK
1675,MIK200918P00007500,2020-04-08 10:10AM EDT,7.5,5.6,4.4,4.7,0.0,-,8,121,110.55%,put,MIK
1676,MIK200918P00010000,2020-03-17 12:25PM EDT,10.0,7.59,7.4,8.1,0.0,-,-,8,235.16%,put,MIK
1677,MIK201218C00002500,2020-05-14 11:37AM EDT,2.5,1.15,0.85,1.55,0.0,-,1,93,125.00%,call,MIK
1678,MIK201218C00005000,2020-05-15 2:38PM EDT,5.0,0.53,0.35,0.8,-0.07,-11.67%,45,133,121.09%,call,MIK
1679,MIK201218C00007500,2020-05-14 2:51PM EDT,7.5,0.27,0.2,0.4,0.0,-,5,40,118.16%,call,MIK
1680,MIK201218P00002500,2020-05-07 2:31PM EDT,2.5,0.8,0.65,1.0,0.0,-,2,10,126.95%,put,MIK
1681,MIK201218P00005000,2020-05-14 10:45AM EDT,5.0,2.75,2.35,2.95,0.0,-,8,101,117.19%,put,MIK
1682,MIK210115C00002500,2020-05-15 12:59PM EDT,2.5,1.25,1.05,1.35,0.15,+13.64%,1,1750,117.58%,call,MIK
1683,MIK210115C00005000,2020-05-15 9:35AM EDT,5.0,0.55,0.45,0.8,0.0,-,1,1876,119.34%,call,MIK
1684,MIK210115C00007500,2020-05-11 12:13PM EDT,7.5,0.36,0.2,0.6,0.0,-,110,1292,123.24%,call,MIK
1685,MIK210115C00010000,2020-05-14 10:14AM EDT,10.0,0.2,0.2,0.3,0.0,-,90,337,121.68%,call,MIK
1686,MIK210115C00012500,2020-05-11 3:17PM EDT,12.5,0.15,0.05,0.35,0.0,-,3,393,126.56%,call,MIK
1687,MIK210115C00015000,2020-05-04 1:29PM EDT,15.0,0.15,0.0,0.4,0.0,-,10,302,135.94%,call,MIK
1688,MIK210115C00017500,2020-05-11 9:30AM EDT,17.5,0.2,0.05,0.2,0.0,-,6,67,129.69%,call,MIK
1689,MIK210115C00020000,2020-05-11 3:57PM EDT,20.0,0.08,0.0,0.3,0.0,-,2,1029,141.02%,call,MIK
1690,MIK210115C00022500,2020-05-12 12:04PM EDT,22.5,0.05,0.0,0.3,0.0,-,100,201,146.48%,call,MIK
1691,MIK210115C00025000,2020-04-27 1:11PM EDT,25.0,0.06,0.0,0.15,0.0,-,5,20,133.59%,call,MIK
1692,MIK210115C00030000,2020-03-13 9:30AM EDT,30.0,0.05,0.0,0.25,0.0,-,4,37,154.30%,call,MIK
1693,MIK210115C00035000,2020-03-27 5:41AM EDT,35.0,0.05,0.0,4.9,0.0,-,4,0,477.73%,call,MIK
1694,MIK210115P00002500,2020-05-12 11:37AM EDT,2.5,0.85,0.6,1.4,0.0,-,1,121,142.77%,put,MIK
1695,MIK210115P00005000,2020-05-11 3:32PM EDT,5.0,2.62,2.55,3.0,0.0,-,40,1121,123.63%,put,MIK
1696,MIK210115P00007500,2020-05-15 2:25PM EDT,7.5,4.9,4.7,5.2,0.0,-,10,862,116.21%,put,MIK
1697,MIK210115P00010000,2020-04-29 11:50AM EDT,10.0,7.0,6.8,7.6,0.0,-,10,956,94.53%,put,MIK
1698,MIK210115P00012500,2020-03-09 11:33AM EDT,12.5,9.3,9.9,10.9,0.0,-,10,0,197.66%,put,MIK
1699,MIK210115P00015000,2020-01-10 12:42PM EDT,15.0,7.9,8.4,12.5,0.0,-,4,18,162.70%,put,MIK
1700,MIK210115P00017500,2019-06-10 12:05AM EDT,17.5,3.98,9.1,9.9,0.0,-,0,9,0.00%,put,MIK
1701,MIK210115P00020000,2020-03-26 1:21PM EDT,20.0,9.0,17.6,19.1,0.0,-,15,14,271.48%,put,MIK
1702,CLVS200522C00003000,2020-05-15 3:38PM EDT,3.0,6.66,4.8,7.8,3.46,+108.12%,50,200,"1,337.50%",call,CLVS
1703,CLVS200522C00004000,2020-04-20 12:07AM EDT,4.0,5.0,3.5,6.3,0.0,-,-,2,787.50%,call,CLVS
1704,CLVS200522C00005000,2020-05-15 2:35PM EDT,5.0,4.2,2.7,5.3,0.0,-,10,32,625.00%,call,CLVS
1705,CLVS200522C00006000,2020-05-15 3:33PM EDT,6.0,3.65,2.8,4.5,-0.05,-1.35%,12,305,564.45%,call,CLVS
1706,CLVS200522C00006500,2020-05-15 3:45PM EDT,6.5,3.3,1.7,3.9,0.0,-,46,159,470.31%,call,CLVS
1707,CLVS200522C00007000,2020-05-15 2:52PM EDT,7.0,2.9,1.2,3.2,0.16,+5.84%,44,112,353.13%,call,CLVS
